Phòng ăn,Pháp lý,addressLocality,Số phòng ngủ,price_text,Chính chủ,addressRegion,Đường trước nhà,description,Chiều dài,streetAddress,Sân thượng,Thuộc dự án,Hướng,title,Loại BDS,Nhà bếp,Chiều ngang,price_value,area,Loại tin,Mã tin,Chổ để xe hơi,Số lầu,address_old
,Sổ hồng/ Sổ đỏ,Phường Sài Gòn,6,50 tỷ,,Hồ Chí Minh,16m,"Thông tin chính xác 100%. Không làm mất thời gian của quý khách hàng.

- Cần bán gấp nhà 5 tầng mặt tiền đường Lê Thị Hồng Gấm, P.Nguyễn Thái Bình, Q1.

- Diện tích khủng 4,2M x 20M, đất nở hậu.

- Kết cấu: 5 tầng nhà kiên cố.

- Nhà cho thuê 120 triệu/tháng.

- Vị trí siêu đắc địa lõi trung tâm quận 1 cách chợ Bến Thành chỉ 500M, rất hiếm sản phẩm rao bán.

- Khu vực phường Nguyễn Thái Bình (nay thuộc phường Bến Thành) tập trung các toà building văn phòng cao cấp, khách sạn chuẩn 3* - 4*...

- Pháp lý cá nhân, mua bán nhanh.

- Giá bán: 50 tỷ có thương lượng.

Liên hệ: Tài Lê để biết thêm thông tin chi tiết. Trân trọng!",20m,Đường Lê Thị Hồng Gấm,,,,"Siêu phẩm mặt tiền Lê Thị Hồng Gấm ngang 4,2M x 20M nhà 5 tầng HĐT 120 triệu/tháng",Nhà mặt tiền,,"4,2m",50000000000,80,Cần bán,17200061,,5,"Đường Lê Thị Hồng Gấm, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Tân Định,5,55 tỷ,,Hồ Chí Minh,20m,"Thông tin chính xác 100%. Không làm mất thời gian của quý khách hàng.

- Cần bán gấp nhà mặt tiền khu kinh doanh sầm uất ngay chợ Tân Định - Hai Bà Trưng , P.Tân Định.

- Diện tích ngang khủng 11M x 23M, nhà nở hậu nhẹ.

- Kết cấu: 4 tầng. Khu vực xây dựng cao tầng.

- Nhà đang cho thuê 180 triệu/tháng.

- Vị trí siêu đắc địa lõi trung tâm quận 1 khu vực hiện tại đang phát triển rất mạnh về du lịch.

- Pháp lý cá nhân, mua bán nhanh.

- Giá bán: 55 tỷ có thương lượng.

Liên hệ: Tài Lê để biết thêm thông tin chi tiết. Trân trọng!",23m,Đường Hai Bà Trưng,,,,Siêu phẩm mặt tiền ngay chợ Tân Định - Hai Bà Trưng ngang khủng 11M x 23M -  HDT 180tr/th,Nhà mặt tiền,,11m,55000000000,241,Cần bán,17200560,,4,"Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Sài Gòn,36,200 tỷ,,Hồ Chí Minh,20m,"Thông tin chính xác 100%. Không làm mất thời gian của quý khách hàng.

- Cần bán gấp khách sạn mặt tiền khu Lê Thánh Tôn - Thái Văn Lung, Bến Nghé.

- Diện tích bề ngang lớn 11M x 22.5M , không lộ giới.

- Kết cấu: khách sạn 7 tầng đang khai thác ổn định.

- Vị trí siêu đắc địa lõi trung tâm quận 1 không có sản phẩm bán. Bán kính 1km tập trung các tập đoàn đẳng cấp quốc tế, khách sạn 5* - 6*.

- Pháp lý cá nhân, mua bán nhanh.

- Giá bán: 200 tỷ.

Liên hệ: Tài Lê để biết thêm thông tin chi tiết. Trân trọng!",25m,Đường Lê Thánh Tôn,,,,"Siêu khan hiếm!!! Bán gấp khách sạn 7 tầng mặt tiền Lê Thánh Tôn ngang 11M x 25,5M","Nhà hàng, khách sạn",,11m,200000000000,255,Cần bán,17199117,,7,"Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Sài Gòn,9,130 tỷ,,Hồ Chí Minh,20m,"Thông tin chính xác 100%. Không làm mất thời gian của quý khách hàng.

- Cần bán gấp toà nhà mặt tiền 9 tầng mặt tiền Lê Thánh Tôn - Thái Văn Lung.

- Căn góc 3 mặt tiền siêu khan hiếm 18M x 5M vuông vức, không lộ giới.

- Kết cấu: toà nhà mới 9 tầng , thang máy (hầm 8 tầng nổi).

- Vị trí siêu đắc địa lõi trung tâm quận 1 cách chợ Bến Thành 500M không có sản phẩm bán. Bán kính 1km tập trung các tập đoàn đẳng cấp quốc tế, khách sạn 5* - 6*.

- Nhà cho thuê 22500$/tháng.

- Pháp lý cá nhân, mua bán nhanh.

- Giá bán: 130 tỷ có thương lượng.

Liên hệ: Tài Lê để biết thêm thông tin chi tiết. Trân trọng!",5m,Đường Lê Thánh Tôn,,,,Duy nhất!!! Toà nhà 9 tầng 3 mặt tiền Lê Thánh Tôn - Thái Văn Lung - HDT 22500$/tháng,Nhà mặt tiền,,18m,130000000000,80,Cần bán,17199186,,9,"Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Cầu Ông Lãnh,5,85 tỷ,,Hồ Chí Minh,40m,"Thông tin chính xác 100%. Không làm mất thời gian của quý khách hàng.

- Cần bán gấp nhà mặt tiền đường 40M ngay Trần Hưng Đạo, P.Nguyễn Cư Trinh, Quận 1.

- Diện tích bề ngang khủng 12M x 25M nở hậu nhẹ, không lỗi phong thuỷ.

- Kết cấu: 3 tầng tiện xây dựng mới. Khu vực xây dựng cao tầng

- Vị trí siêu đắc địa lõi trung tâm quận 1 cách chợ Bến Thành chỉ 5p di chuyển, rất hiếm sản phẩm có bề ngang lớn rao bán.

- Pháp lý cá nhân, mua bán nhanh.

- Giá bán: 85 tỷ có thương lượng.

Liên hệ: Tài Lê để biết thêm thông tin chi tiết. Trân trọng!

(Hình minh hoạ!)",25m,Đường Trần Hưng Đạo,,,,Bán khuôn đất ngang khủng 12M x 25M mặt tiền đường 40M Trần Hưng Đạo chỉ 85 tỷ,"Đất thổ cư, đất ở",,12m,85000000000,290,Cần bán,17199257,,3,"Đường Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Cầu Ông Lãnh,6,35 tỷ,,Hồ Chí Minh,40m,"Thông tin chính xác 100%. Không làm mất thời gian của quý khách hàng.

- Cần bán gấp nhà 6 tầng mặt tiền đường 40M Trần Hưng Đạo, P.Cầu Ông Lãnh.

- Diện tích khủng 146m2 (4M x 21M nở hậu 16M), không lỗi phong thuỷ.

- Kết cấu: 6 tầng nhà kiên cố.

- Nhà đang cho thuê văn phòng 150 triệu/tháng.

- Vị trí siêu đắc địa lõi trung tâm quận 1 cách chợ Bến Thành chỉ 5p di chuyển, rất hiếm sản phẩm rao bán.

- Pháp lý cá nhân, mua bán nhanh.

- Giá bán: 35 tỷ có thương lượng.

Liên hệ: Tài Lê để biết thêm thông tin chi tiết. Trân trọng!",21m,Đường Trần Hưng Đạo,,,,Siêu HOT!!! Mặt tiền Trần Hưng Đạo 4x21M nở hậu 16M (146m2) 6 tầng sẵn HĐT 150tr/th,Nhà mặt tiền,,4m,35000000000,146,Cần bán,17199378,,6,"Đường Trần Hưng Đạo, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Bến Thành,5,"29,9 tỷ",,Hồ Chí Minh,5m,"Thông tin chính xác 100%. Không làm mất thời gian của quý khách hàng.

- Cần bán gấp nhà khu Nguyễn Thái Bình cách chợ Bến Thành chỉ 500M.

- Diện tích bề ngang khủng 8M x 25M vuông vức, không lộ giới.

- Kết cấu: 3 tầng tiện xây dựng mới làm khách sạn hoặc căn hộ dịch vụ.

- Vị trí siêu đắc địa lõi trung tâm quận 1 cách chợ Bến Thành chỉ 500M, rất hiếm sản phẩm rao bán.

- Pháp lý cá nhân, mua bán nhanh.

- Giá bán: 29.9 tỷ có thương lượng.

Liên hệ: Tài Lê để biết thêm thông tin chi tiết. Trân trọng!",18m,Đường Nguyễn Thái Bình,,,,Bán kín nhà đường Nguyễn Thái Bình ngang khủng 8M x 18M cách chợ Bến Thành 500M,Nhà mặt tiền,,8m,29900000000,145,Cần bán,17199579,,3,"Đường Nguyễn Thái Bình, Phường Bến Thành, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Bến Thành,4,45 tỷ,,Hồ Chí Minh,20m,"Thông tin chính xác, không mất thời gian của khách hàng.

- Bán nhà siêu khan hiếm mặt tiền đường 2 chiều kinh doanh sầm uất ngay Bùi Thị Xuân, P.Phạm Ngũ Lão, Quận 1.

- Diện tích bề ngang gần 8M, nhà nở hậu không lỗi phong thuỷ.

- Kết cấu: 4 tầng nhà kiên cố không cần sửa chữa. 

- Vị trí tuyến đường 2 chiều thương hiệu trung tâm quận 1 phù hợp kinh doanh ổn định lâu dài.

- Nhà cho thuê làm quán BAR cao cấp 5500$/tháng.

- Pháp lý chuẩn, mua bán nhanh.

- Giá bán giảm sốc từ 60 tỷ về 45 tỷ.

Liên hệ Tài Lê để xem nhà & làm việc chính chủ. Trân trọng!!!",15m,Đường Bùi Thị Xuân,,,,Siêu phẩm!!! Mặt tiền đường Bùi Thị Xuân ngang gần 8M sẵn HĐT 5500$/tháng chỉ 45 tỷ,Nhà mặt tiền,,8m,45000000000,101,Cần bán,17163787,,4,"Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Sài Gòn,5,39 tỷ,,Hồ Chí Minh,20m,"Thông tin chính xác, không mất thời gian của khách hàng.

- Bán nhà siêu khan hiếm góc 2 mặt tiền đường ngay phố đi bộ Nguyễn Huệ - bến Bạch Đằng.

- Diện tích bề ngang cực khủng 14M, vỉa hè 6M (tận dụng được cả 2 mặt vỉa hè do là căn góc).

- Kết cấu: 5 tầng nhà cực kỳ đẹp. 

- Nhà đang cho chuỗi cafe thương hiệu thuê 150 triệu/tháng (còn 4,5 năm). Khách mua giữ hợp đồng thuê.

- Vị trí ngay lõi trung tâm Bến Nghé hiếm có khó tìm rất ít nhà đang rao bán. Giá trị thương mại rất cao.

- Pháp lý chuẩn, mua bán nhanh.

- Giá bán gấp về 39 tỷ.

Liên hệ Tài Lê để xem nhà & làm việc chính chủ. Trân trọng!!!",7m,Đường Nguyễn Huệ,,,,Căn góc 2 mặt tiền ngang khủng 14M ngay phố đi bộ Nguyễn Huệ - HDT 150 triệu/th chỉ 39 tỷ,Nhà mặt tiền,,14m,39000000000,71,Cần bán,17163924,,5,"Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Bến Thành,25,65 tỷ,,Hồ Chí Minh,12m,"Thông tin chính xác, không mất thời gian của khách hàng.

- Bán toà nhà CHDV cao cấp siêu khan hiếm đường Nguyễn Trãi ngay gần chợ Bến Thành.

- Diện tích bề ngang khủng 10M x 17M. Nhà không lộ giới công nhận đủ.

- Kết cấu: hầm 7 tầng nhà cực kỳ đẹp, nội thất cao cấp. 

- Nhà đang vận hành doanh thu hàng tháng ~450 triệu.

- Vị trí ngay lõi trung tâm quận 1 hiện tại rất hiếm quỹ đất đang rao bán.

- Sản phẩm hoàn thiện sẵn kết cấu và dòng thu nhập ngay không tốn thời gian xây dựng.

- Giá bán 80 tỷ về 65 tỷ.

Liên hệ Tài Lê để xem nhà & làm việc chính chủ. Trân trọng!!!",17m,Đường Nguyễn Trãi,,,,Toà nhà CHDV hầm 7 tầng ngang 10M siêu cao cấp Nguyễn Trãi khai thác 450 triệu/tháng,Nhà mặt tiền,,10m,65000000000,170,Cần bán,17164403,,8,"Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Sài Gòn,25,65 tỷ,,Hồ Chí Minh,8m,"Thông tin chính xác, không mất thời gian của khách hàng.

- Bán toà nhà CHDV cao cấp siêu khan hiếm ngay Lê Duẫn sát Dinh Độc Lập.

- Diện tích bề ngang lớn 8.5M x 23M. Nhà không lộ giới công nhận đủ.

- Kết cấu: hầm 7 tầng nhà cực kỳ đẹp, nội thất cao cấp. 

- Nhà đang vận hành doanh thu hàng tháng ~450 triệu (sẵn hợp thuê nét 250 triệu/tháng dài hạn).

- Vị trí ngay lõi trung tâm quận 1 khan hiếm quỹ đất đang rao bán.

- Sản phẩm hoàn thiện sẵn kết cấu và dòng thu nhập ngay không tốn thời gian xây dựng.

- Giá bán: 65 tỷ.

Liên hệ Tài Lê để xem nhà & làm việc chính chủ. Trân trọng!!!",23m,Đường Lê Duẩn,,,,"Bán toà nhà CHDV hầm 7 tầng ngang 8,5M siêu cao cấp ngay Lê Duẫn thu nhập 450 triệu/tháng",Nhà mặt tiền,,"8,5m",65000000000,200,Cần bán,17169709,,8,"Đường Lê Duẩn, Phường Bến Nghé, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Bến Thành,8,35 tỷ,,Hồ Chí Minh,30m,"Thông tin chính xác, không mất thời gian của khách hàng.

- Bán toà nhà 8 tầng siêu khan hiếm đường Nguyễn Thị Minh Khai ngay sát chợ Bến Thành.

- Diện tích bề ngang lớn 6M x 18M.

- Kết cấu: hầm 7 tầng nhà mới đẹp. 

- Nhà đang cho thuê 150 triệu/tháng (hợp đồng còn hơn 3 năm). Ưu tiên khách mua giữ hợp đồng.

- Vị trí ngay lõi trung tâm quận 1 hiện tại rất hiếm quỹ đất đang rao bán.

- Sản phẩm hoàn thiện sẵn kết cấu và hợp đồng thuê ngay không tốn thời gian xây dựng.

- Giá bán 50 tỷ giảm về 35 tỷ.

Liên hệ Tài Lê để xem nhà & làm việc chính chủ. Trân trọng!!!",18m,Đường Nguyễn Thị Minh Khai,,,,Siêu phẩm toà nhà hầm 7 tầng MT Nguyễn Thị Minh Khai ngang 6M sẵn HDT 150 triệu/tháng,Nhà mặt tiền,,6m,35000000000,100,Cần bán,17169808,,8,"Đường Nguyễn Thị Minh Khai, Phường Bến Thành, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Bến Thành,5,32 tỷ,,Hồ Chí Minh,40m,"Thông tin chính xác, không mất thời gian của khách hàng.

- Bán nhà mặt tiền đường Nguyễn Thị Nghĩa vị trí siêu đẹp đối diện khách sạn 5* New World.

- Diện tích chuẩn 4x15M. Vỉa hè trước nhà 10M rất tiện kinh doanh.

- Kết cấu: 5 tầng nhà mới.

- Nhà đang cho thuê 85 triệu/tháng (dài hạn).

- Vị trí siêu đắc địa đối diện khách sạn 5* New World ngay lõi trung tâm Sài Gòn cách chợ Bến Thành chỉ 200M.

- Giá bán: 45 tỷ giảm về 32 tỷ.

Liên hệ Tài Lê để xem nhà & làm việc chính chủ. Trân trọng!!!",15m,Đường Nguyễn Thị Nghĩa,,,,Bán nhà 5 tầng mặt tiền đối diện khách sạn 5* New World 4x15m  đang cho thuê 85tr/tháng,Nhà mặt tiền,,4m,32000000000,60,Cần bán,17171068,,5,"Đường Nguyễn Thị Nghĩa, Phường Bến Thành, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Bến Thành,40,125 tỷ,,Hồ Chí Minh,14m,"Thông tin chính xác, không mất thời gian của khách hàng.

- Bán khách sạn góc 2 mặt tiền đường Bùi Viện - Cống Quỳnh.

- Diện tích ngang cực khủng 12M x 24m. Khuôn đất vuông vức không lỗi phong thuỷ.

- Kết cấu: 6 tầng khách sạn còn mới đang vận hành ổn định.

- Vị trí cách chợ Bến Thành chỉ 500M, ngay lõi trung tâm Sài Gòn khu phố Tây Bùi Viện giá trị thương mại cực kỳ cao.

- Giá bán: 125 tỷ.

Liên hệ Tài Lê để xem nhà & làm việc chính chủ. Trân trọng!!!",24m,Đường Bùi Viện,,,,Siêu phẩm khách sạn 6 tầng góc 2 mặt tiền Bùi Viện - Cống Quỳnh ngang khủng 12x24M,"Nhà hàng, khách sạn",,12m,125000000000,288,Cần bán,17171199,,6,"Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Bến Thành,2,45 tỷ,,Hồ Chí Minh,16m,"Thông tin chính xác, không mất thời gian của khách hàng.

- Bán gấp nhà mặt tiền đường thương hiệu Lý Tự Trọng, P.Bến Thành, Quận 1.

- Diện tích chuẩn 4.25M x 22.5M vuông vức, không lộ giới, không lỗi phong thuỷ.

- Kết cấu: nhà đẹp đang cho shop thời trang thương hiệu thuê dài hạn.

- Vị trí ngay lõi trung tâm Sài Gòn cách chợ Bến Thành chỉ 150M siêu khan hiếm sản phẩm rao bán. 

- Khu vực sang trọng phát triển mạnh về du lịch, tập trung các thương hiệu cao cấp nhất.

- Pháp lý sổ hồng cá nhân, mua bán nhanh.

- Giá bán: 45 tỷ.

Liên hệ Tài Lê để xem nhà & làm việc chính chủ. Trân trọng!!!","25,5m",Đường Lý Tự Trọng,,,,"Bán nhà mặt tiền đẳng cấp Lý Tự Trọng  4,25M x 22,5M cách chợ Bến Thành 150M chỉ 45 tỷ",Nhà mặt tiền,,"4,25m",45000000000,86,Cần bán,17278865,,2,"Đường Lý Tự Trọng, Phường Bến Thành, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Bến Thành,35,115 tỷ,,Hồ Chí Minh,16m,"Thông tin chính xác, không mất thời gian của khách hàng.

- Chủ bán khách sạn mặt tiền phố Bùi Thị Xuân, P.Bến Thành, Quận 1.

- Diện tích chuẩn 8.5M x 16M, không lộ giới.

- Kết cấu: 9 tầng nhà mới đẹp.

- Vị trí ngay lõi trung tâm Sài Gòn cách chợ Bến Thành chỉ 200M siêu khan hiếm sản phẩm rao bán. 

- Khu vực sang trọng phát triển mạnh về du lịch, tập trung các thương hiệu cao cấp nhất.

- Nhà đang có hợp đồng thuê 15000$/tháng còn 1,5 năm.

- Pháp lý sổ hồng cá nhân, mua bán nhanh.

- Giá bán: 115 tỷ.

Liên hệ Tài Lê để xem nhà & làm việc vs chủ. Trân trọng!!!",16m,Đường Bùi Thị Xuân,,,,"Bán khách sạn 9 tầng mặt tiền Bùi Thị Xuân 8,5M x 16M ngay chợ Bến Thành HDT 15000$/tháng","Nhà hàng, khách sạn",,"8,5m",115000000000,130,Cần bán,17279203,,9,"Đường Bùi Thị Xuân, Phường Bến Thành, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Cầu Ông Lãnh,46,51 tỷ,,Hồ Chí Minh,10m,"Thông tin chính xác, không mất thời gian của khách hàng.

- Bán gấp toà nhà căn hộ dịch vụ đường thương hiệu Nguyễn Trãi, P.Nguyễn Cư Trinh, Quận 1.

- Diện tích ngang lớn 10M x 17M vuông vức, không lộ giới, không lỗi phong thuỷ.

- Kết cấu: hầm 6 tầng thiết kế 46 phòng CHDV + mặt bằng kinh doanh.

- Vị trí ngay lõi trung tâm Sài Gòn khu vực kinh doanh sầm uất đa ngành nghề cách chợ Bến Thành chỉ 5 phút di chuyển.

- Nhà đang cho thuê 300 triệu/tháng.

- Pháp lý sổ hồng cá nhân, mua bán nhanh.

- Giá bán: 51 tỷ.",17m,Đường Nguyễn Trãi,,,,Bán gấp toà nhà hầm 6 tầng đường Nguyễn Trãi ngang khủng 10M x 17M hợp đồng thuê 300tr/th,Nhà mặt tiền,,10m,51000000000,170,Cần bán,17279248,,7,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Tân Định,2,13 tỷ,,Hồ Chí Minh,5m,"Thông tin chính xác, không mất thời gian của khách hàng.

- Giảm sốc 5 tỷ bán nhanh nhà đường thương hiệu Hai Bà Trưng ngay chợ Tân Định.

- Diện tích chuẩn 5M x 16M vuông vức, không lỗi phong thuỷ.

- Kết cấu: trệt lầu tiện xây dựng mới. Khu vực xây dựng cao tầng, thích hợp xây dựng căn hộ dịch vụ cho thuê giá cao.

- Vị trí ngay lõi trung tâm Sài Gòn ngay chợ Tân Định phát triển mạnh về du lịch.  

- Sổ hồng cá nhân, mua bán nhanh.

- Giá bán: 16 tỷ giảm về 13 tỷ.

Liên hệ Tài Lê để xem nhà & làm việc chính chủ. Trân trọng!!!

(Hình minh hoạ!!)",16m,Đường Hai Bà Trưng,,,Đông,Giảm sốc 5 tỷ!!! Bán nhà đường Hai Bà Trưng 5M x 16M vuông vức TXD hầm 6 tầng chỉ 13 tỷ,Nhà trong hẻm,,5m,13000000000,80,Cần bán,17279319,,2,"Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Bến Thành,7,87 tỷ,,Hồ Chí Minh,16m,"Thông tin chính xác, không mất thời gian của khách hàng.

- Bán siêu phẩm nhà mặt tiền ngang 11M ngay phố khách sạn Bùi Thị Xuân, P.Bến Thành , Quận 1.

- Diện tích bề ngang khủng 11M x 15M. Vỉa hè rộng 7M, không lộ giới.

- Kết cấu: 6 tầng nhà mới.

- Nhà đang cho thuê 200 triệu/tháng.

- Vị trí ngay lõi trung tâm Sài Gòn cách chợ Bến Thành 300M hiện tại rất hiếm quỹ đất đang rao bán. 

- Khu vực sang trọng, đẳng cấp tiềm năng phát triển và giá trị thương mại cực kỳ cao.

- Giá bán 87 tỷ có thương lượng.

Liên hệ Tài Lê để xem nhà & làm việc chính chủ. Trân trọng!!!",15m,Đường Bùi Thị Xuân,,,Đông,Bán kín mặt tiền phố khách sạn Bùi Thị Xuân ngang 11M x 15M nhà mới 6 tầng HDT 200tr/th,"Nhà hàng, khách sạn",,11m,87000000000,150,Cần bán,17271975,,6,"Đường Bùi Thị Xuân, Phường Bến Thành, Quận 1, Hồ Chí Minh"
